id_solicitud,edad,genero,estado_civil,nivel_educacion,ciudad,tipo_empleo,antiguedad_laboral_meses,ingreso_mensual_bs,monto_solicitado_bs,plazo_meses,num_dependientes,puntaje_crediticio,tiene_vivienda_propia,historial_mora,nivel_riesgo,aprobado
1422,58,Femenino,Divorciado,Licenciatura,Oruro,Dependiente,374.0,8730.0,68474.0,12,3,527.0,NO,Sí,Alto,0
1423,48,Masculino,Soltero,Secundaria,Potosí,Desempleado,,5081.0,46633.0,12,2,525.0,No,No,Alto,0
1424,40,Masculino,Casado,Posgrado,La Paz,Empleado Público,309.0,12954.0,78113.0,24,0,541.0,Sí,No,Medio,1
1425,28,Femenino, CASADO,Licenciatura,Sucre,Jubilado,254.0,7474.0,53488.0,24,4,651.0,No,Sí,Alto,0
1426,63,Masculino, CASADO,Primaria,Potosí,Independiente,244.0,4214.0,18050.0,12,5,758.0,si,Sí,Alto,0
1427,60,Femenino,Soltero,Licenciatura,El Alto,Independiente,344.0,10292.0,65517.0,6,3,596.0,Sí,No,Alto,1
1428,19,Masculino,Soltero,Licenciatura,Cochabamba,Independiente,236.0,,71330.0,12,5,607.0,No,No,Medio,0
1429,55,Femenino,Casado,Licenciatura,Santa Cruz,Desempleado,,10180.0,89913.0,12,2,631.0,Sí,No,Medio,1
1430,22,Masculino,Casado,Licenciatura,Santa Cruz,Independiente,290.0,7325.0,48395.0,36,3,702.0,No,No,Medio,1
1431,57,Masculino,Viudo,Licenciatura,La Paz,Dependiente,381.0,8245.0,81912.0,48,2,607.0,No,No,Bajo,1
1432,61,Femenino,Casado,Técnico,Santa Cruz,Independiente,119.0,,50414.0,18,4,602.0,No,Sí,Alto,0
1433,24,Masculino,Casado,Secundaria,La Paz,Independiente,144.0,2355.0,12731.0,18,0,529.0,si,No,Alto,0
1434,40,Masculino,Unión Libre,Licenciatura,La Paz,Dependiente,201.0,8934.0,39302.0,36,3,599.0,NO,No,Medio,1
1435,24,Masculino, CASADO,Posgrado,La Paz,Dependiente,97.0,134833.0,267750.0,24,3,,No,No,Bajo,1
1436,48,Masculino,Casado,Técnico,Quillacollo,Dependiente,160.0,7372.0,57540.0,12,3,658.0,Sí,No,Bajo,0
1437,67,Masculino,Unión Libre,Licenciatura,El Alto,Empleado Público,168.0,9219.0,94269.0,12,3,,Sí,No,Medio,1
1438,22,Femenino,,Técnico,Santa Cruz,Dependiente,151.0,10701.0,103009.0,24,4,,No,Sí,Alto,0
1439,39,Masculino,Casado,Licenciatura,Santa Cruz,Empleado Público,197.0,10213.0,63989.0,24,3,597.0,No,No,Medio,0
1440,69,Femenino,Divorciado,Posgrado,Trinidad,Independiente,242.0,9712.0,39537.0,12,1,778.0,Sí,No,Medio,1
1441,33,Masculino,Soltero,Secundaria,Cochabamba,Empleado Público,334.0,6141.0,68412.0,18,1,776.0,Sí,Sí,Alto,0
1442,25,Masculino,Casado,Secundaria,Montero,Dependiente,145.0,7034.0,15483.0,18,4,655.0,No,No,Bajo,1
1443,43,Femenino, SOLTERO,Técnico,El Alto,Desempleado,,8777.0,51922.0,12,6,515.0,Sí,No,Alto,0
1444,44,Femenino,Soltero,Técnico,La Paz,Independiente,230.0,5786.0,65418.0,24,5,850.0,Sí,Sí,Alto,1
1445,53,Masculino,Casado,Técnico,Cochabamba,Dependiente,346.0,5807.0,33779.0,36,4,685.0,No,No,Bajo,1
1446,34,Femenino,Soltero,Primaria,Santa Cruz,Dependiente,55.0,1656.0,7411.0,24,6,621.0,si,No,Bajo,1
1447,68,Masculino,Divorciado,Técnico,Sucre,Dependiente,83.0,5554.0,26160.0,12,6,736.0,Sí,No,Bajo,1
1448,45,Femenino,Unión Libre,Técnico,Tarija,Dependiente,218.0,5420.0,46080.0,12,3,713.0,No,No,Bajo,1
1449,33,Masculino,Divorciado,Técnico,Santa Cruz,Empleado Público,176.0,6632.0,24296.0,36,0,768.0,No,No,Bajo,1
1450,68,Femenino,Soltero,Licenciatura,Sacaba,Jubilado,478.0,8444.0,74900.0,24,4,590.0,No,No,Medio,0
1451,67,Femenino,Soltero,Licenciatura,Cochabamba,Independiente,76.0,10677.0,65734.0,6,4,679.0,Sí,No,Medio,1
1452,44,Masculino, SOLTERO,Licenciatura,El Alto,Independiente,227.0,10365.0,54209.0,12,1,543.0,No,Sí,Alto,0
1453,19,Masculino,Soltero,Licenciatura,Santa Cruz,Independiente,330.0,,44888.0,36,5,710.0,No,No,Medio,1
1454,49,Femenino,Unión Libre,Licenciatura,La Paz,Empleado Público,350.0,6825.0,71333.0,36,6,648.0,No,No,Bajo,0
1455,47,Femenino,Casado,Técnico,Sucre,Empleado Público,119.0,,57715.0,48,2,675.0,No,No,Bajo,1
1456,25,Masculino,Soltero,Licenciatura,La Paz,Dependiente,165.0,8496.0,81800.0,24,3,637.0,No,No,Bajo,0
1457,51,Masculino,Divorciado,Secundaria,El Alto,Jubilado,277.0,4199.0,27567.0,18,1,627.0,No,No,Bajo,1
1458,62,Femenino,Casado,Secundaria,Cochabamba,Dependiente,249.0,7558.0,19127.0,18,1,572.0,No,No,Medio,0
1459,23,Masculino,Soltero,Técnico,La Paz,Empleado Público,380.0,6272.0,43269.0,12,1,721.0,Sí,No,Bajo,0
1460,56,Masculino,Soltero,Licenciatura,La Paz,Jubilado,347.0,,70940.0,36,2,784.0,No,No,Bajo,1
1461,25,Masculino,Casado,Licenciatura,Potosí,Empleado Público,322.0,9071.0,61687.0,24,1,600.0,No,Sí,Alto,0
1462,57,Masculino, DIVORCIADO,Secundaria,La Paz,Dependiente,425.0,3944.0,41217.0,12,1,700.0,Sí,No,Bajo,1
1463,40,Masculino,Soltero,Técnico,Santa Cruz,Independiente,143.0,6117.0,69258.0,48,3,689.0,Sí,Sí,Alto,0
1464,18,Femenino, UNIÓN LIBRE,Secundaria,Santa Cruz,Dependiente,395.0,2363.0,24683.0,18,4,651.0,NO,No,Bajo,1
1465,69,Masculino,Viudo,Licenciatura,El Alto,Empleado Público,160.0,14125.0,107776.0,6,2,513.0,Sí,No,Medio,1
1466,26,Masculino,Divorciado,Licenciatura,El Alto,Dependiente,160.0,7677.0,56009.0,18,3,533.0,No,No,Medio,0
1467,49,Masculino,Soltero,Técnico,Oruro,Independiente,314.0,8904.0,75163.0,48,1,580.0,No,Sí,Alto,0
1468,27,Femenino,Soltero,Técnico,Quillacollo,Desempleado,,6640.0,34964.0,48,4,457.0,Sí,No,Alto,0
1469,67,Femenino,Viudo,Secundaria,La Paz,Dependiente,264.0,6820.0,69389.0,24,4,777.0,Sí,No,Bajo,1
1470,57,Masculino,Soltero,Técnico,Quillacollo,Dependiente,111.0,,90514.0,60,6,683.0,No,No,Bajo,0
1471,60,Femenino,Casado,Licenciatura,Cochabamba,Independiente,46.0,11057.0,50345.0,48,0,647.0,si,No,Medio,1
1472,40,Masculino,Divorciado,Licenciatura,Cochabamba,Dependiente,437.0,9219.0,103020.0,36,5,453.0,No,No,Medio,0
1473,42,Femenino,Soltero,Técnico,Potosí,Dependiente,420.0,8597.0,94102.0,48,2,486.0,Sí,Sí,Alto,0
1474,51,Masculino, DIVORCIADO,Secundaria,Potosí,Dependiente,426.0,8592.0,51649.0,18,0,650.0,No,No,Bajo,0
1475,59,Masculino,Unión Libre,Primaria,Sucre,Dependiente,246.0,3773.0,46022.0,36,4,827.0,No,No,Bajo,0
1476,62,Femenino, CASADO,Secundaria,Santa Cruz,Independiente,425.0,5521.0,18981.0,24,1,587.0,Sí,Sí,Alto,0
1477,18,Femenino,Casado,Secundaria,Cochabamba,Independiente,227.0,2249.0,5563.0,36,1,728.0,No,No,Medio,0
1478,53,Masculino,Viudo,Secundaria,Santa Cruz,Dependiente,36.0,3381.0,21259.0,12,6,,No,No,Bajo,0
1479,23,Masculino,Casado,Posgrado,La Paz,Independiente,95.0,14414.0,109340.0,36,1,655.0,Sí,No,Medio,0
1480,33,Femenino,Casado,Técnico,Cochabamba,Dependiente,131.0,5413.0,32947.0,60,3,,Sí,No,Bajo,1
1481,61,Masculino,Divorciado,Secundaria,La Paz,Dependiente,181.0,2569.0,29447.0,18,1,619.0,No,No,Bajo,1
1482,31,Masculino,Casado,Secundaria,El Alto,Empleado Público,451.0,6590.0,27658.0,60,0,588.0,No,No,Medio,1
1483,60,Femenino,Soltero,Secundaria,La Paz,Dependiente,160.0,4134.0,21128.0,18,0,778.0,NO,No,Bajo,0
1484,42,Femenino,Soltero,Licenciatura,El Alto,Independiente,294.0,11373.0,97525.0,12,0,,No,No,Medio,1
1485,30,Femenino,Soltero,Técnico,Cochabamba,Desempleado,,7398.0,11713.0,12,3,,Sí,No,Medio,1
1486,35,Femenino,Casado,Licenciatura,Cochabamba,Independiente,309.0,7527.0,72681.0,36,3,588.0,si,No,Alto,0
1487,46,Femenino, CASADO,Licenciatura,Santa Cruz,Independiente,272.0,9488.0,56530.0,24,0,777.0,No,No,Medio,1
1488,58,Femenino,Casado,Secundaria,La Paz,Dependiente,72.0,4404.0,54250.0,18,2,675.0,No,No,Bajo,0
1489,50,Masculino,Casado,Licenciatura,Santa Cruz,Dependiente,222.0,7708.0,71855.0,24,1,689.0,NO,Sí,Alto,0
1490,67,Femenino,Divorciado,Posgrado,Santa Cruz,Dependiente,50.0,11500.0,27339.0,18,3,662.0,Sí,No,Bajo,1
1491,63,Masculino,Unión Libre,Técnico,Potosí,Empleado Público,427.0,8734.0,22666.0,24,6,,No,No,Bajo,1
1492,57,Femenino,Soltero,Primaria,Cochabamba,Empleado Público,338.0,2787.0,11031.0,48,4,650.0,No,No,Bajo,1
1493,49,Femenino,,Posgrado,Santa Cruz,Dependiente,452.0,12149.0,143240.0,36,6,610.0,Sí,No,Bajo,1
1494,33,Masculino, CASADO,Licenciatura,Santa Cruz,Dependiente,421.0,6194.0,53842.0,36,1,736.0,No,No,Bajo,1
1495,39,Masculino,Casado,Técnico,Sacaba,Dependiente,105.0,9222.0,58079.0,24,1,632.0,No,No,Bajo,1
1496,24,Femenino,Soltero,Técnico,Oruro,Independiente,340.0,,19025.0,60,5,515.0,Sí,No,Alto,1
1497,37,Femenino,Divorciado,Secundaria,Santa Cruz,Independiente,48.0,,57703.0,12,2,,Sí,No,Alto,0
1498,67,Femenino,Unión Libre,Licenciatura,Santa Cruz,Independiente,462.0,,42124.0,12,5,495.0,si,Sí,Alto,0
1499,40,Masculino,Casado,Técnico,La Paz,Desempleado,,10953.0,100080.0,12,3,706.0,No,No,Medio,1
1500,24,Femenino,Unión Libre,Primaria,Quillacollo,Dependiente,327.0,879.0,9858.0,24,1,546.0,si,Sí,Alto,0
1501,52,Femenino,Unión Libre,Licenciatura,El Alto,Independiente,478.0,,47917.0,24,5,677.0,Sí,No,Medio,1
1502,69,Femenino,Casado,Posgrado,El Alto,Independiente,407.0,,84044.0,36,3,662.0,Sí,No,Medio,0
1503,63,Masculino,Casado,Licenciatura,Riberalta,Dependiente,415.0,7796.0,33146.0,18,5,644.0,Sí,No,Bajo,1
1504,32,Masculino, CASADO,Secundaria,Potosí,Desempleado,,2083.0,16210.0,6,3,689.0,Sí,No,Medio,0
1505,42,Masculino,Unión Libre,Primaria,La Paz,Dependiente,11.0,2949.0,34709.0,24,0,664.0,No,No,Bajo,0
1506,46,Masculino, SOLTERO,Posgrado,La Paz,Empleado Público,462.0,10044.0,91679.0,60,4,406.0,Sí,No,Medio,0
1507,31,Femenino,Casado,Posgrado,La Paz,Empleado Público,120.0,15910.0,168218.0,18,0,621.0,Sí,No,Bajo,0
1508,32,Femenino,Viudo,Técnico,Cochabamba,Desempleado,,8360.0,60853.0,12,4,688.0,Sí,Sí,Alto,0
1509,30,Femenino,Soltero,Licenciatura,La Paz,Independiente,20.0,11193.0,45946.0,18,2,798.0,Sí,No,Medio,0
1510,70,Masculino,Divorciado,Técnico,Montero,Dependiente,299.0,5419.0,50113.0,18,5,802.0,Sí,No,Bajo,0
1511,57,Masculino,Casado,Técnico,Montero,Empleado Público,394.0,6231.0,45520.0,12,6,527.0,No,No,Medio,0
1512,62,Masculino,Unión Libre,Secundaria,Cochabamba,Empleado Público,404.0,6562.0,23521.0,18,2,619.0,No,No,Bajo,1
1513,61,Masculino,Viudo,Secundaria,Cochabamba,Independiente,279.0,4764.0,31917.0,24,6,509.0,No,No,Alto,0
1514,68,Masculino,Soltero,Secundaria,El Alto,Empleado Público,318.0,3483.0,30290.0,18,0,787.0,Sí,No,Bajo,1
1515,23,Masculino,,Licenciatura,La Paz,Dependiente,247.0,10289.0,95422.0,18,0,741.0,No,Sí,Alto,0
1516,64,Femenino,,Secundaria,Potosí,Independiente,214.0,3892.0,16254.0,6,6,682.0,NO,No,Medio,0
1517,21,Femenino,Casado,Secundaria,La Paz,Desempleado,,4892.0,54335.0,48,4,665.0,Sí,No,Medio,1
1518,43,Femenino,Casado,Técnico,La Paz,Dependiente,450.0,9761.0,55581.0,18,3,774.0,Sí,No,Bajo,1
1519,49,Masculino,Divorciado,Secundaria,El Alto,Independiente,121.0,,23120.0,18,1,759.0,NO,No,Medio,1
1520,36,Femenino, SOLTERO,Secundaria,La Paz,Jubilado,438.0,3980.0,16516.0,12,2,754.0,Sí,Sí,Alto,0
1521,25,Masculino,Soltero,Técnico,Santa Cruz,Empleado Público,289.0,,51402.0,24,4,691.0,Sí,Sí,Alto,1
1522,28,Masculino,Casado,Secundaria,Potosí,Desempleado,,4549.0,24806.0,48,5,619.0,No,No,Medio,0
1523,61,Masculino,Casado,Licenciatura,Sucre,Dependiente,14.0,13305.0,90322.0,6,6,719.0,Sí,Sí,Alto,0
1524,34,Femenino, CASADO,Posgrado,Cochabamba,Jubilado,363.0,10482.0,41917.0,12,2,723.0,No,No,Bajo,0
1525,34,Femenino,Soltero,Secundaria,Tarija,Dependiente,310.0,2512.0,25223.0,12,3,633.0,Sí,No,Bajo,0
1526,66,Femenino,Soltero,Posgrado,Santa Cruz,Independiente,333.0,11505.0,116223.0,24,1,618.0,Sí,No,Medio,0
1527,25,Masculino, VIUDO,Posgrado,Tarija,Independiente,353.0,,52438.0,48,0,752.0,Sí,No,Medio,1
1528,66,Masculino,Soltero,Licenciatura,Santa Cruz,Empleado Público,476.0,7295.0,86092.0,24,3,800.0,si,No,Bajo,0
1529,66,Masculino, CASADO,Licenciatura,El Alto,Desempleado,,11785.0,25624.0,18,4,583.0,No,No,Alto,0
1530,49,Femenino, UNIÓN LIBRE,Licenciatura,Quillacollo,Empleado Público,278.0,7111.0,21644.0,36,0,626.0,NO,No,Bajo,0
1531,26,Femenino,Soltero,Licenciatura,El Alto,Independiente,159.0,11244.0,88932.0,36,2,682.0,No,No,Medio,1
1532,26,Femenino,Casado,Licenciatura,La Paz,Independiente,178.0,10788.0,97159.0,12,4,694.0,No,No,Medio,0
1533,33,Masculino,Soltero,Primaria,El Alto,Independiente,397.0,2836.0,14853.0,12,5,603.0,Sí,No,Medio,1
1534,48,Masculino,Viudo,Posgrado,Santa Cruz,Independiente,225.0,,104415.0,18,6,820.0,Sí,No,Medio,1
1535,26,Femenino,Casado,Técnico,Santa Cruz,Dependiente,344.0,1918.0,9993.0,36,2,,Sí,No,Bajo,0
1536,42,Masculino,Viudo,Licenciatura,Cochabamba,Independiente,59.0,,64691.0,36,2,698.0,No,No,Medio,0
1537,24,Femenino,Soltero,Secundaria,Trinidad,Desempleado,,6531.0,55125.0,36,6,808.0,NO,Sí,Alto,0
1538,46,Masculino,Casado,Primaria,El Alto,Empleado Público,103.0,6720.0,78781.0,36,4,610.0,No,No,Bajo,1
1539,19,Femenino,,Técnico,Cochabamba,Empleado Público,93.0,9879.0,62341.0,12,1,642.0,No,No,Bajo,0
1540,55,Femenino,Soltero,Técnico,Santa Cruz,Dependiente,291.0,4604.0,41776.0,18,4,,No,Sí,Alto,0
1541,20,Masculino,Soltero,Técnico,Sucre,Independiente,306.0,10008.0,80274.0,6,1,634.0,Sí,No,Medio,1
1542,28,Femenino, SOLTERO,Secundaria,La Paz,Dependiente,268.0,4250.0,22594.0,48,3,516.0,No,No,Medio,0
1543,27,Femenino, UNIÓN LIBRE,Secundaria,La Paz,Dependiente,139.0,4749.0,24155.0,24,2,717.0,No,No,Bajo,0
1544,62,Femenino, CASADO,Técnico,Santa Cruz,Independiente,277.0,8630.0,106109.0,18,6,,No,No,Medio,0
1545,20,Femenino,Casado,Secundaria,Potosí,Dependiente,57.0,4248.0,19635.0,6,0,625.0,Sí,Sí,Alto,0
1546,40,Masculino,Casado,Posgrado,Sucre,Dependiente,227.0,12965.0,130729.0,36,5,641.0,Sí,No,Bajo,1
1547,49,Masculino,Casado,Secundaria,Cochabamba,Independiente,74.0,,22622.0,36,1,719.0,No,No,Medio,1
1548,45,Masculino,Casado,Secundaria,Oruro,Independiente,36.0,4920.0,51549.0,36,0,,No,No,Alto,0
1549,54,Femenino,Casado,Secundaria,Santa Cruz,Dependiente,79.0,5891.0,22952.0,12,4,668.0,No,No,Bajo,0
1550,60,Masculino,Casado,Técnico,La Paz,Dependiente,53.0,9268.0,111228.0,48,4,713.0,No,No,Bajo,1
1551,38,Femenino,Soltero,Técnico,La Paz,Independiente,229.0,,89564.0,36,0,490.0,Sí,No,Alto,0
1552,61,Femenino, VIUDO,Licenciatura,La Paz,Independiente,262.0,9924.0,24840.0,36,0,712.0,Sí,No,Medio,1
1553,34,Femenino,Divorciado,Posgrado,Santa Cruz,Independiente,292.0,14153.0,127613.0,36,0,499.0,No,No,Alto,1
1554,70,Masculino,Soltero,Secundaria,Santa Cruz,Independiente,211.0,4755.0,41435.0,48,2,639.0,Sí,No,Medio,1
1555,44,Masculino,Casado,Licenciatura,Santa Cruz,Dependiente,84.0,9256.0,47266.0,48,0,545.0,No,No,Medio,1
1556,57,Masculino,Soltero,Primaria,Cochabamba,Desempleado,,1739.0,9443.0,24,4,779.0,No,No,Medio,0
1557,64,Masculino,Unión Libre,Secundaria,Santa Cruz,Dependiente,342.0,4707.0,47061.0,18,0,546.0,Sí,No,Medio,1
1558,60,Masculino, UNIÓN LIBRE,Técnico,Potosí,Independiente,472.0,10253.0,95313.0,18,5,501.0,Sí,No,Alto,0
1559,63,Masculino,Unión Libre,Primaria,Cochabamba,Dependiente,135.0,5285.0,26888.0,36,6,,Sí,No,Bajo,1
1560,46,Masculino,Soltero,Licenciatura,El Alto,Independiente,98.0,,87525.0,24,5,613.0,Sí,No,Medio,0
1561,20,Femenino,Soltero,Licenciatura,Santa Cruz,Dependiente,149.0,92449.0,400000.0,6,6,515.0,No,No,Medio,0
1562,44,Femenino,Soltero,Licenciatura,Cochabamba,Desempleado,,10379.0,26691.0,12,6,697.0,Sí,No,Medio,1
1563,27,Femenino,Soltero,Técnico,Cochabamba,Dependiente,107.0,,61630.0,48,0,471.0,Sí,Sí,Alto,0
1564,65,Masculino, SOLTERO,Licenciatura,El Alto,Independiente,237.0,,29984.0,48,2,557.0,Sí,No,Alto,0
1565,30,Masculino,Soltero,Técnico,Santa Cruz,Dependiente,377.0,7669.0,36205.0,60,5,598.0,Sí,No,Medio,1
1566,30,Masculino,Unión Libre,Primaria,Potosí,Dependiente,342.0,1791.0,14367.0,18,2,,No,No,Bajo,1
1567,31,Femenino,Soltero,Secundaria,Cochabamba,Dependiente,461.0,,25101.0,36,5,767.0,No,No,Bajo,1
1568,52,Masculino,Soltero,Licenciatura,La Paz,Independiente,171.0,,31606.0,36,5,749.0,No,No,Medio,0
1569,48,Femenino,Divorciado,Posgrado,Santa Cruz,Independiente,236.0,10973.0,100246.0,18,6,636.0,No,No,Medio,1
1570,68,Femenino,Casado,Primaria,Trinidad,Jubilado,419.0,3806.0,32046.0,12,2,432.0,Sí,Sí,Alto,0
1571,40,Femenino,Divorciado,Técnico,La Paz,Empleado Público,20.0,5482.0,61466.0,60,2,685.0,No,No,Bajo,1
1572,32,Femenino,Casado,Licenciatura,Tarija,Jubilado,409.0,11564.0,92250.0,6,0,782.0,Sí,No,Bajo,1
1573,20,Masculino,Viudo,Licenciatura,La Paz,Dependiente,125.0,10755.0,71325.0,24,1,761.0,No,No,Bajo,1
1574,18,Femenino,Casado,Técnico,Santa Cruz,Empleado Público,230.0,6915.0,30875.0,36,1,692.0,Sí,No,Bajo,0
1575,37,Masculino,Casado,Licenciatura,Santa Cruz,Independiente,76.0,,100930.0,36,3,,Sí,No,Alto,0
1576,67,Femenino,Casado,Licenciatura,La Paz,Independiente,356.0,11671.0,44359.0,12,2,603.0,Sí,No,Medio,1
1577,45,Femenino,Casado,Licenciatura,Montero,Jubilado,468.0,9556.0,40310.0,36,5,824.0,No,Sí,Alto,0
1578,65,Masculino,Soltero,Secundaria,Santa Cruz,Independiente,462.0,,40803.0,12,5,,Sí,Sí,Alto,0
1579,23,Femenino,Casado,Posgrado,Quillacollo,Desempleado,,11069.0,103333.0,36,5,547.0,No,Sí,Alto,0
1580,22,Masculino,Soltero,Primaria,El Alto,Empleado Público,56.0,2208.0,19183.0,12,0,735.0,Sí,Sí,Alto,0
1581,62,Masculino,Divorciado,Licenciatura,Tarija,Dependiente,464.0,12519.0,26004.0,36,3,611.0,No,No,Bajo,1
1582,23,Masculino,Soltero,Primaria,Montero,Independiente,407.0,,18495.0,36,5,544.0,No,No,Alto,1
1583,20,Femenino,Soltero,Secundaria,Cochabamba,Independiente,283.0,,38543.0,12,1,788.0,Sí,No,Medio,1
1584,39,Femenino,Soltero,Primaria,El Alto,Desempleado,,3841.0,37226.0,12,2,,Sí,No,Medio,1
1585,67,Masculino,Divorciado,Técnico,Potosí,Empleado Público,249.0,6512.0,42530.0,36,5,616.0,si,No,Bajo,1
1586,54,Femenino,Soltero,Secundaria,Cochabamba,Dependiente,257.0,3677.0,10620.0,12,5,547.0,NO,No,Medio,1
1587,23,Femenino,Casado,Secundaria,Quillacollo,Dependiente,407.0,1089.0,5767.0,12,5,834.0,No,No,Bajo,0
1588,62,Femenino,Viudo,Técnico,Santa Cruz,Dependiente,254.0,5913.0,46697.0,24,3,648.0,Sí,Sí,Alto,0
1589,62,Masculino,Soltero,Técnico,El Alto,Independiente,13.0,5335.0,50069.0,48,2,776.0,si,No,Medio,0
1590,60,Masculino, DIVORCIADO,Licenciatura,La Paz,Dependiente,336.0,,15544.0,24,2,730.0,si,No,Bajo,1
1591,65,Masculino,Soltero,Licenciatura,Potosí,Empleado Público,373.0,6594.0,15773.0,18,4,603.0,Sí,No,Bajo,1
1592,30,Masculino,Soltero,Licenciatura,Sacaba,Independiente,143.0,10726.0,46626.0,60,2,604.0,No,No,Medio,1
1593,69,Femenino,Casado,Secundaria,La Paz,Empleado Público,56.0,5765.0,17317.0,24,2,780.0,Sí,No,Bajo,1
1594,34,Masculino,Unión Libre,Secundaria,Oruro,Dependiente,68.0,4105.0,30478.0,24,1,782.0,Sí,No,Bajo,1
1595,60,Femenino,Soltero,Posgrado,Montero,Independiente,404.0,,39011.0,18,3,481.0,No,No,Alto,0
1596,48,Masculino, CASADO,Secundaria,La Paz,Dependiente,215.0,8559.0,73214.0,18,1,699.0,No,No,Bajo,0
1597,59,Femenino,Soltero,Técnico,La Paz,Desempleado,,6635.0,66145.0,18,3,639.0,NO,No,Medio,0
1598,51,Masculino,Casado,Posgrado,Potosí,Dependiente,462.0,165958.0,400000.0,36,6,557.0,Sí,No,Medio,1
1599,52,Femenino,Casado,Posgrado,Cochabamba,Dependiente,29.0,10830.0,126207.0,6,5,674.0,No,No,Bajo,0
1600,50,Femenino,Casado,Técnico,La Paz,Dependiente,99.0,8310.0,39643.0,36,3,529.0,No,No,Medio,1
1601,59,Femenino,Casado,Licenciatura,Tarija,Empleado Público,400.0,9430.0,19540.0,12,6,608.0,NO,No,Bajo,1
1602,57,Femenino,Soltero,Técnico,Cochabamba,Dependiente,259.0,7573.0,38187.0,18,6,578.0,si,Sí,Alto,1
1603,25,Femenino,Casado,Licenciatura,Cobija,Independiente,13.0,10529.0,96950.0,12,3,605.0,NO,No,Medio,1
1604,61,Masculino, CASADO,Primaria,Tarija,Empleado Público,338.0,803.0,3044.0,24,5,644.0,No,No,Bajo,0
1605,46,Femenino,Casado,Secundaria,Sucre,Empleado Público,66.0,93520.0,400000.0,36,2,559.0,No,Sí,Alto,0
1606,35,Masculino,Soltero,Licenciatura,Santa Cruz,Dependiente,376.0,7863.0,40600.0,18,6,,No,No,Bajo,1
1607,45,Femenino,Casado,Secundaria,El Alto,Dependiente,383.0,,27595.0,12,2,694.0,NO,No,Bajo,0
1608,69,Masculino,Casado,Licenciatura,Santa Cruz,Independiente,396.0,,61534.0,12,1,812.0,No,No,Medio,1
1609,63,Femenino,Soltero,Secundaria,La Paz,Dependiente,223.0,4175.0,36015.0,36,0,636.0,No,No,Bajo,1
1610,62,Masculino,Soltero,Licenciatura,Cochabamba,Independiente,128.0,,75124.0,12,5,,Sí,No,Medio,0
1611,42,Masculino,Casado,Licenciatura,La Paz,Dependiente,423.0,8633.0,97437.0,36,2,808.0,Sí,No,Bajo,1
1612,59,Femenino,Casado,Técnico,Santa Cruz,Independiente,268.0,10613.0,28082.0,18,5,598.0,No,Sí,Alto,0
1613,38,Masculino,Soltero,Licenciatura,La Paz,Dependiente,305.0,10794.0,38022.0,12,0,634.0,NO,No,Bajo,0
1614,54,Femenino,Divorciado,Secundaria,El Alto,Independiente,65.0,8105.0,46348.0,36,3,715.0,No,Sí,Alto,0
1615,51,Femenino,Casado,Técnico,El Alto,Dependiente,299.0,9380.0,81581.0,24,2,539.0,No,No,Medio,0
1616,31,Masculino,Divorciado,Secundaria,Cochabamba,Independiente,279.0,,60661.0,6,3,714.0,NO,No,Medio,0
1617,32,Masculino,Casado,Licenciatura,Sucre,Dependiente,140.0,7775.0,19853.0,60,1,703.0,No,No,Bajo,1
1618,21,Femenino,Casado,Licenciatura,La Paz,Jubilado,351.0,10347.0,122575.0,12,0,764.0,Sí,No,Bajo,0
1619,25,Femenino,Casado,Posgrado,Tarija,Independiente,64.0,9955.0,49649.0,18,2,730.0,No,No,Medio,1
1620,40,Masculino,Unión Libre,Licenciatura,Tarija,Dependiente,346.0,10190.0,54093.0,18,3,767.0,Sí,No,Bajo,1
1621,43,Masculino,,Posgrado,Santa Cruz,Dependiente,462.0,11029.0,92108.0,24,5,,NO,No,Bajo,0
1622,26,Masculino,Casado,Secundaria,Cochabamba,Dependiente,272.0,4244.0,49055.0,36,3,,No,No,Medio,0
1623,40,Masculino,Casado,Posgrado,Santa Cruz,Dependiente,50.0,10386.0,90021.0,6,1,,Sí,Sí,Alto,1
1624,50,Masculino, CASADO,Técnico,La Paz,Dependiente,266.0,6101.0,72138.0,48,1,513.0,Sí,No,Medio,1
1625,30,Femenino,Soltero,Técnico,Cochabamba,Desempleado,,7482.0,28198.0,24,4,522.0,Sí,No,Alto,0
1626,35,Masculino,Casado,Técnico,La Paz,Independiente,265.0,4975.0,40147.0,60,3,701.0,No,No,Medio,0
1627,37,Femenino,Casado,Secundaria,Tarija,Dependiente,131.0,800.0,11670.0,36,6,796.0,si,No,Bajo,1
1628,44,Masculino,Unión Libre,Secundaria,Montero,Independiente,301.0,2631.0,20101.0,48,3,667.0,Sí,Sí,Alto,0
1629,37,Femenino,Casado,Secundaria,Sucre,Dependiente,127.0,2168.0,11801.0,24,3,740.0,No,No,Bajo,1
1630,57,Masculino,Casado,Secundaria,Cochabamba,Jubilado,475.0,3648.0,43209.0,18,0,470.0,Sí,Sí,Alto,0
1631,35,Masculino,Unión Libre,Técnico,Cochabamba,Dependiente,285.0,6343.0,21604.0,24,1,605.0,No,No,Bajo,1
1632,40,Masculino,Casado,Licenciatura,Yacuiba,Empleado Público,310.0,10422.0,63932.0,36,5,481.0,No,Sí,Alto,0
1633,38,Masculino,Soltero,Licenciatura,El Alto,Empleado Público,383.0,9614.0,105321.0,18,2,720.0,Sí,Sí,Alto,1
